[2024-11-02 15:35:33] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-02 15:35:33] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-02 15:35:33] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-02 15:35:34] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-02 15:35:34] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-02 15:35:34] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-02 15:35:37] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733\
[2024-11-02 15:35:38] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/DnnServer/GoldBayHotels/
[2024-11-02 15:38:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 975
[2024-11-02 15:38:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:38:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/67264767d5641-YtU1F0.tmp
[2024-11-02 15:38:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/code-highlight.d4867c919d0858f748df.bundle.js?simply_static_page=14249
[2024-11-02 15:38:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/code-highlight.d4867c919d0858f748df.bundle.js?simply_static_page=14249
[2024-11-02 15:38:15] [class-ss-url-fetcher.php:103] Filesize: 1022 bytes
[2024-11-02 15:38:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:38:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/code-highlight.d4867c919d0858f748df.bundle.js
[2024-11-02 15:38:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/67264767d5641-YtU1F0.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor-pro/assets/js/code-highlight.d4867c919d0858f748df.bundle.js
[2024-11-02 15:38:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:38:15] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:38:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:38:15] [class-ss-page.php:119] Checking Content Identical:1cad7acabfeac05b9df7a154829c3951892420fc===. Value: FALSE
[2024-11-02 15:38:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/code-highlight.d86022c8668c4b072592.bundle.min.js
[2024-11-02 15:38:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 975
[2024-11-02 15:38:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:38:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/67264767e68f6-a9bUTs.tmp
[2024-11-02 15:38:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/code-highlight.d86022c8668c4b072592.bundle.min.js?simply_static_page=14250
[2024-11-02 15:38:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/code-highlight.d86022c8668c4b072592.bundle.min.js?simply_static_page=14250
[2024-11-02 15:38:15] [class-ss-url-fetcher.php:103] Filesize: 472 bytes
[2024-11-02 15:38:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:38:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/code-highlight.d86022c8668c4b072592.bundle.min.js
[2024-11-02 15:38:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/67264767e68f6-a9bUTs.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor-pro/assets/js/code-highlight.d86022c8668c4b072592.bundle.min.js
[2024-11-02 15:38:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:38:15] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:38:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:38:15] [class-ss-page.php:119] Checking Content Identical:1545eb6a69f0efd73022afe0810454c6915d716d===. Value: FALSE
[2024-11-02 15:38:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/contact-buttons-var-10.83d4216a4d1a44095e5c.bundle.min.js
[2024-11-02 15:38:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 975
[2024-11-02 15:38:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/67264768002d5-8b7lsE.tmp
[2024-11-02 15:38:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/contact-buttons-var-10.83d4216a4d1a44095e5c.bundle.min.js?simply_static_page=14251
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/contact-buttons-var-10.83d4216a4d1a44095e5c.bundle.min.js?simply_static_page=14251
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:103] Filesize: 7934 bytes
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/contact-buttons-var-10.83d4216a4d1a44095e5c.bundle.min.js
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/67264768002d5-8b7lsE.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor-pro/assets/js/contact-buttons-var-10.83d4216a4d1a44095e5c.bundle.min.js
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:38:16] [class-ss-page.php:119] Checking Content Identical:118f456e545a9e67f44900a47fb1ed3d6dd5021b===. Value: FALSE
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/contact-buttons-var-10.fc383e580d728636b0fa.bundle.js
[2024-11-02 15:38:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 975
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/6726476814a9f-c33Nl6.tmp
[2024-11-02 15:38:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/contact-buttons-var-10.fc383e580d728636b0fa.bundle.js?simply_static_page=14252
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/contact-buttons-var-10.fc383e580d728636b0fa.bundle.js?simply_static_page=14252
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:103] Filesize: 3714 bytes
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/contact-buttons-var-10.fc383e580d728636b0fa.bundle.js
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/6726476814a9f-c33Nl6.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor-pro/assets/js/contact-buttons-var-10.fc383e580d728636b0fa.bundle.js
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:38:16] [class-ss-page.php:119] Checking Content Identical:b337060d453b4c267ee73aaca43de059d271c7b2===. Value: FALSE
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/contact-buttons.5398b922eb2a8fb72fd3.bundle.min.js
[2024-11-02 15:38:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 975
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/6726476825cff-wOF77x.tmp
[2024-11-02 15:38:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/contact-buttons.5398b922eb2a8fb72fd3.bundle.min.js?simply_static_page=14253
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/contact-buttons.5398b922eb2a8fb72fd3.bundle.min.js?simply_static_page=14253
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:103] Filesize: 13981 bytes
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/contact-buttons.5398b922eb2a8fb72fd3.bundle.min.js
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/6726476825cff-wOF77x.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor-pro/assets/js/contact-buttons.5398b922eb2a8fb72fd3.bundle.min.js
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:38:16] [class-ss-page.php:119] Checking Content Identical:8baadc0cfe86d3c96c68cefd29e20a11432adffd===. Value: FALSE
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/contact-buttons.b9e4576d72aaeeaa8e80.bundle.js
[2024-11-02 15:38:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 975
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/6726476836dfd-EwapZo.tmp
[2024-11-02 15:38:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/contact-buttons.b9e4576d72aaeeaa8e80.bundle.js?simply_static_page=14254
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/contact-buttons.b9e4576d72aaeeaa8e80.bundle.js?simply_static_page=14254
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:103] Filesize: 12983 bytes
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/contact-buttons.b9e4576d72aaeeaa8e80.bundle.js
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/6726476836dfd-EwapZo.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor-pro/assets/js/contact-buttons.b9e4576d72aaeeaa8e80.bundle.js
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:38:16] [class-ss-page.php:119] Checking Content Identical:9a1bf8dffdce4c35e9c85c08532be6034c3c4cf5===. Value: FALSE
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/countdown.0e9e688751d29d07a8d3.bundle.min.js
[2024-11-02 15:38:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 975
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/672647684b3ca-WxtdFv.tmp
[2024-11-02 15:38:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/countdown.0e9e688751d29d07a8d3.bundle.min.js?simply_static_page=14255
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/countdown.0e9e688751d29d07a8d3.bundle.min.js?simply_static_page=14255
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:103] Filesize: 2688 bytes
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/countdown.0e9e688751d29d07a8d3.bundle.min.js
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/672647684b3ca-WxtdFv.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor-pro/assets/js/countdown.0e9e688751d29d07a8d3.bundle.min.js
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:38:16] [class-ss-page.php:119] Checking Content Identical:8286f3d33990c0db7ce8cd1bf6bf8b66245e912c===. Value: FALSE
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/countdown.6e87ca40d36793d92aea.bundle.js
[2024-11-02 15:38:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 975
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/672647685fc94-45L1KW.tmp
[2024-11-02 15:38:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/countdown.6e87ca40d36793d92aea.bundle.js?simply_static_page=14256
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/countdown.6e87ca40d36793d92aea.bundle.js?simply_static_page=14256
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:103] Filesize: 4941 bytes
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/countdown.6e87ca40d36793d92aea.bundle.js
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/672647685fc94-45L1KW.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor-pro/assets/js/countdown.6e87ca40d36793d92aea.bundle.js
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:38:16] [class-ss-page.php:119] Checking Content Identical:0d053278bb384c889215586be79f067a2c613be6===. Value: FALSE
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/custom-code.js
[2024-11-02 15:38:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 975
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/672647687028e-31Z6LZ.tmp
[2024-11-02 15:38:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/custom-code.js?simply_static_page=14257
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/custom-code.js?simply_static_page=14257
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:103] Filesize: 100895 bytes
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/custom-code.js
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/672647687028e-31Z6LZ.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor-pro/assets/js/custom-code.js
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:38:16] [class-ss-page.php:119] Checking Content Identical:7bde33028f87de599fc1883acccaaf8cae137c4b===. Value: FALSE
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/custom-code.min.js
[2024-11-02 15:38:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 975
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/672647688472f-Kmj0gg.tmp
[2024-11-02 15:38:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/custom-code.min.js?simply_static_page=14258
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/custom-code.min.js?simply_static_page=14258
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:103] Filesize: 27512 bytes
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/custom-code.min.js
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/672647688472f-Kmj0gg.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor-pro/assets/js/custom-code.min.js
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:38:16] [class-ss-page.php:119] Checking Content Identical:b64fd76187bd591c27bf46661e5af1392bd459bb===. Value: FALSE
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/d241154d3774d66da9eb.bundle.min.js
[2024-11-02 15:38:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 975
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/67264768a104a-EhDz52.tmp
[2024-11-02 15:38:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/d241154d3774d66da9eb.bundle.min.js?simply_static_page=14259
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/d241154d3774d66da9eb.bundle.min.js?simply_static_page=14259
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:103] Filesize: 3247 bytes
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/d241154d3774d66da9eb.bundle.min.js
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/67264768a104a-EhDz52.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor-pro/assets/js/d241154d3774d66da9eb.bundle.min.js
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:38:16] [class-ss-page.php:119] Checking Content Identical:d1a7980f1446fb1f37502944d1aec76ce91600c0===. Value: FALSE
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/display-conditions.js
[2024-11-02 15:38:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 975
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/67264768adf87-K1uLvE.tmp
[2024-11-02 15:38:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/display-conditions.js?simply_static_page=14260
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/display-conditions.js?simply_static_page=14260
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:103] Filesize: 240359 bytes
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/display-conditions.js
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/67264768adf87-K1uLvE.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor-pro/assets/js/display-conditions.js
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 15:38:16] [class-ss-page.php:119] Checking Content Identical:14e5e054f665cb061bf60464b56b5ec2d8bc42e8===. Value: FALSE
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/display-conditions.min.js
[2024-11-02 15:38:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 975
[2024-11-02 15:38:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/67264768d5278-GW7awV.tmp
[2024-11-02 15:38:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/display-conditions.min.js?simply_static_page=14261
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/DnnServer/GoldBayHotels/wp-content/plugins/elementor-pro/assets/js/display-conditions.min.js?simply_static_page=14261
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:103] Filesize: 77007 bytes
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/display-conditions.min.js
[2024-11-02 15:38:16] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/67264768d5278-GW7awV.tmp to C:\xampp\htdocs\DnnServer\GoldBayHotels/wp-content/uploads\simply-static\temp-files/simply-static-1-1730561733/wp-content/plugins/elementor-pro/assets/js/display-conditions.min.js
